DATE,COMNAM,TICKER,PERMNO
1993-05-24,INVESTORS BANK CORP MINTKA MN,INVS,10959
1986-12-17,F B X CORP,FBXC,10960
1986-12-17,VALLEY WEST BANCORP,VWBN,10961
1990-05-30,CENTENNIAL BANCORP,CEBC,10961
1986-12-17,AMERICAN INTERNATIONAL PETE CORP,AIPN,10963
1993-10-28,AMERICAN INTERNAT PETE CORP NEW,AIPN,10963
1986-12-16,INSITUFORM GULF SOUTH INC,IGSI,10964
1991-03-04,NAYLOR INDUSTRIES INC,NALR,10964
1988-02-18,CONFERTECH INTERNATIONAL INC,CTEK,10965
1988-02-25,CONFERTECH INTERNATIONAL INC,CFER,10965
1986-12-17,LECTEC CORP,LECT,10966
2002-11-26,LECTEC CORP,,10966
2011-10-13,AXOGEN INC,,10966
2013-08-09,AXOGEN INC,AXGN,10966
1988-04-12,CONNER PERIPHERALS INC,CNNR,10967
1990-12-04,CONNER PERIPHERALS INC,CNR,10967
1986-12-19,FIRST FED S & L ASSN CHATT TN,FCHT,10968
1989-05-01,FIRST CHATTANOOGA FINL CORP,FCHT,10968
1986-12-18,DATA MEASUREMENT CORP,DMCB,10969
1925-12-31,COMMERCIAL INVESTMENT TRUST CO,,10970
1945-04-24,C I T FINANCIAL CORP,,10970
1962-07-02,C I T FINANCIAL CORP,CIT,10970
1972-12-14,ADVENT CORP,ADVN,10971
1986-12-19,REEDS JEWELERS INC,REED,10972
1998-02-23,REEDS JEWELERS INC,RJI,10972
1986-12-19,M TECH,MTCH,10973
1986-12-17,FIRST FEDERAL ALABAMA FSB JASPER,FFAL,10974
1992-08-31,FIRST FEDERAL ALABAMA FSB JASPER,FAB,10974
1996-01-08,PINNACLE BANK JASPER ALA,PLE,10974
1997-02-03,PINNACLE BANCSHARES INC,PLE,10974
1986-12-19,CRYOTECH INDUSTRIES INC,CRYO,10975
1986-12-19,C B & T FINANCIAL CORP,CBTF,10976
1986-12-19,TOLLAND BANK F S B CT,TOBK,10977
1987-09-04,TOLLAND BANK CT,TOBK,10977
1990-12-27,TOLLAND BANK CT,TBK,10977
1997-10-06,ALLIANCE BANCORP OF NEW ENG INC,ANE,10977
1986-12-19,CONSUMER PLASTICS CORP,CPST,10980
1987-10-14,C P C REXEL INC,CPST,10980
1986-12-22,MID MAINE SAVINGS BANK FSB AUB,MMSB,10981
1990-12-24,MID MAINE SAVINGS BANK FSB AUB,MMS,10981
1986-12-22,INTERNATIONAL TEXAS INDS INC,INTX,10982
1986-12-22,LAKELAND S & L ASSN NJ,LLSL,10983
1987-10-27,LAKELAND SAVINGS BK S L A NJ,LLSL,10983
1989-05-01,LAKELAND FIRST FINANCIAL GRP INC,LLSL,10983
1986-12-23,LOWRANCE ELECTRONICS INC,LEIX,10984
1986-12-23,HOME SAVINGS ASSN TAMAQUA PA,HSPA,10985
1986-12-23,ALPHA 1 BIOMEDICALS INC,ALBM,10986
1986-12-23,RABBIT SOFTWARE CORP,RABT,10987
1991-04-26,RABBIT SOFTWARE CORP,,10987
1993-09-30,TANGRAM ENTERPRISE SOLUTIONS INC,,10987
1996-06-12,TANGRAM ENTERPRISE SOLUTIONS INC,TESI,10987
1986-12-23,VISION SCIENCES INC,LENZ,10988
1925-12-31,CORN PRODUCTS REFINING CO,,10989
1958-10-01,CORN PRODUCTS CO,,10989
1962-07-02,CORN PRODUCTS CO,CFG,10989
1969-04-23,C P C INTERNATIONAL INC,CFG,10989
1975-08-01,C P C INTERNATIONAL INC,CPC,10989
1998-01-02,BESTFOODS,BFO,10989
1975-06-05,ADVERTISING UNLIMITED LTD,AUNL,10990
1986-12-23,BANK OF EAST TENNESSEE,EATN,10991
1990-05-31,BANK OF EAST TENNESSEE,,10991
1990-10-02,BANK OF EAST TENNESSEE,EATN,10991
1986-12-22,HEMODYNAMICS INC,HMDY,10992
1992-07-20,THUNDER GROUP,TTGI,10992
1986-12-24,EAGLE ENTERTAINMENT INC,EEGL,10993
1992-01-16,EAGLE HOLDINGS INC,EEGL,10993
1992-08-27,EAGLE HOLDINGS INC,EELC,10993
1992-08-31,EAGLE HOLDINGS INC,EEGL,10993
1993-12-07,EAGLE AUTOMOTIVE ENTERPRISES INC,EEGL,10993
1994-04-14,CHARIOT ENTERTAINMENT INC,GLAD,10993
1986-12-26,APPLIED MICROBIOLOGY INC,APLY,10994
1991-10-09,APPLIED MICROBIOLOGY INC,AMBI,10994
1997-01-02,AMBI INC,AMBI,10994
2001-03-09,NUTRITION 21 INC,NXXI,10994
1986-12-29,FIRST FEDERAL SVGS BK DECATUR AL,FFSD,10995
1991-04-25,ALAFIRST BANCSHARES INC,AFB,10995
1993-03-01,BANCFIRST CORP AL,AFB,10995
1994-03-02,B N F BANCORP INC,BNF,10995
1986-12-29,DISC TECHNOLOGY CORP,DSTC,10996
1984-03-22,AEQUITRON MEDICAL INC,AQTN,10998
1987-01-02,INTERTAN INC,ITAN,10999
1988-11-01,INTERTAN INC,ITN,10999
1987-01-02,WESTMARK INTERNATIONAL INC,WMRK,11000
1992-06-29,ADVANCED TECHNOLOGY LABS INC,ATLI,11000
1997-07-18,A T L ULTRASOUND INC,ATLI,11000
1988-05-31,CONSTITUTION BANCORP NEW ENG INC,CBNE,11001
1991-05-21,LAFAYETTE AMERICAN BANCORP INC,LABK,11001
1994-02-28,LAFAYETTE AMERICAN BK & TR CO CT,LABK,11001
1987-01-05,ANODYNE ENERGY CORP,ANOD,11002
1988-04-21,CONTEL CELLULAR INC,CCXLA,11004
1987-01-07,CLARK DICK PRODTNS INC,DCPI,11005
1987-01-08,FIRST LONG ISLAND CORP,FLIC,11006
1987-01-09,FIRST PROVIDENT GROUP INC,FPGI,11007
1987-06-11,FIRST PROVIDENT GROUP INC,,11007
1990-05-09,FIRST PROVIDENT GROUP INC,FPGI,11007
1987-01-08,DATAMAG INC,DMAG,11008
1975-06-30,AERO SYSTEMS INC,AESM,11010
1987-01-13,UNITED SYSTEMS TECHNOLOGY INC,USTI,11011
1987-01-12,EMONS HOLDINGS INC,EMHO,11012
1993-12-01,EMONS TRANSPORTATION GROUP INC,EMON,11012
1987-01-12,DESK TOP FINANCIAL SOLUTIONS INC,DESK,11013
1987-01-13,NYCOR INC,NYCO,11014
1991-01-03,NYCOR INC,NYCOV,11014
1991-01-22,NYCOR INC,NYCO,11014
1987-01-13,FINANCIAL PERFORMANCE CORP,FPCC,11015
1987-01-13,RADON TESTING CORP AMER INC,RDON,11016
1925-12-31,CALLAHAN ZINC LEAD CO,,11017
1958-04-30,CALLAHAN MINING CORP,,11017
1962-07-02,CALLAHAN MINING CORP,CMN,11017
1987-01-13,FIRST FEDERAL SVGS BK P R SAN JU,FFPR,11018
1993-03-11,FIRST FEDERAL SAVINGS BANK,FBP,11018
1994-11-15,FIRSTBANK PUERTO RICO SAN JUAN,FBP,11018
1998-10-01,FIRST BANCORP P R,FBP,11018
1987-01-13,COTTAGE SAVINGS ASSN,COTG,11019
1989-12-26,TRISTATE BANCORP,TRIB,11019
1987-01-14,NICHOLS RESEARCH CORP,NRES,11020
1987-01-14,FULTON FEDERAL S & L ASSN GA,FFSL,11021
1989-04-25,FULTON FEDERAL SAVINGS BANK GA,FFSB,11021
1987-01-14,CITIZENS SAVINGS BANK NY,CISA,11022
1990-09-18,ITHACA BANCORP INC,ITHB,11022
1987-01-15,WASHINGTON BANCORPORATION,WWBC,11023
1987-01-16,FINEST HOUR INC,PICS,11024
1978-10-06,ADVENTURE LANDS OF AMERICA INC,ADLA,11026
1987-01-19,T H E FITNESS CENTERS INC,RFIT,11027
1987-01-20,VIDEO JUKEBOX NETWORK INC,JUKE,11028
1997-03-03,BOX WORLDWIDE INC,BOXW,11028
1987-01-21,CHOPP COMPUTER CORP DE,CHOP,11029
1987-01-21,WESTERN AUTO SUPPLY CO,WASC,11030
1987-01-21,OUTLET COMMUNICATIONS INC,OCOMA,11031
1987-01-21,HOMESTEAD SAVINGS ASSN MIDDL PA,HMSD,11032
1989-01-03,HOMESTEAD HOLDING CORP,HMSD,11032
1925-12-31,CALUMET & HECLA CONS COPPER CO,,11033
1952-10-21,CALUMET & HECLA INC,,11033
1962-07-02,CALUMET & HECLA INC,CAH,11033
1980-07-16,ADVANCED MONITORING SYS INC,AMSI,11034
1987-01-22,INSITUFORM MID AMERICA INC,INSMA,11035
1987-01-22,GROUP 1 SOFTWARE INC,GSOF,11036
1987-01-22,M D T CORP,MDTC,11037
1987-01-23,NETWORK EQUIPMENT TECHNOLOGIES,NETX,11038
1989-06-12,NETWORK EQUIPMENT TECHNOLOGIES,NWK,11038
1987-01-22,DISEASE DETECTION INTL INC,DDII,11039
1991-04-05,DISEASE DETECTION INTL INC,,11039
1991-05-22,DISEASE DETECTION INTL INC,DDII,11039
1987-01-22,BIOTHERAPEUTICS INC,BITX,11040
1988-05-19,BIOTHERAPEUTICS INC,BRX,11040
1989-10-31,RESPONSE ONCOLOGY INC,RTK,11040
1995-10-26,RESPONSE ONCOLOGY INC,ROIX,11040
1980-11-24,ADVANTAGE COS INC,ADCO,11042
1986-07-29,ADVANTAGE COS INC,,11042
1986-08-22,ADVANTAGE COS INC,ADCO,11042
1989-08-14,L D D S COMMUNICATIONS INC,LDDSA,11042
1993-09-15,L D D S COMMUNICATIONS INC GA,LDDS,11042
1995-05-26,WORLDCOM INC GA,WCOM,11042
1998-09-15,M C I WORLDCOM INC,WCOM,11042
2000-05-04,WORLDCOM INC GA NEW,WCOM,11042
1987-01-22,PSYCHEMEDICS CORP,PCMC,11043
1995-04-27,PSYCHEMEDICS CORP,PMD,11043
1987-01-23,HOME FEDERAL S & L ASSN XENIA OH,HFOX,11044
1990-08-06,ULTRA BANCORP,HFOX,11044
1987-01-23,ROOSEVELT FED S & L ASSN MO,RFED,11045
1988-06-01,ROOSEVELT BK FED SVGS BK CHSTRFL,RFED,11045
1989-01-03,ROOSEVELT FINANCIAL GROUP INC,RFED,11045
1987-01-26,AMERICAN FEDERAL SVGS BK DUVAL,AMJX,11046
1992-01-22,FLORIDA BANK FSB,FLBK,11046
1987-01-23,AMERICAN SCREEN CO,ASCR,11047
1987-02-13,AMERICAN SCREEN CO,,11047
1987-06-11,AMERICAN SCREEN CO,ASCR,11047
1987-01-27,ENVIRONMENTAL POWER CORP,POWR,11048
1999-03-15,ENVIRONMENTAL POWER CORP,,11048
2004-12-27,ENVIRONMENTAL POWER CORP,EPG,11048
1987-01-28,CONCEPT 90 MARKETING INC,GYMS,11049
1987-01-28,FEDERATED FINANCIAL S & L ASN WI,FEDF,11050
1990-02-23,FEDERATED BANK S S B,FEDF,11050
1988-04-14,COUNTRY LAKE FOODS INC,CLFI,11051
1987-01-29,PRESTO TEK CORP,PRTK,11052
1987-01-30,FEDERAL SAVINGS BK NEW BRITN CN,TFSB,11053
1987-01-30,MARGATE VENTURES INC,CGUL,11055
1991-08-05,MARGATE INDUSTRIES INC,CGUL,11055
1987-02-02,STERLING SAVINGS ASSN WA,SSAC,11056
1989-04-14,STERLING SAVINGS ASSN WA,,11056
1991-11-21,STERLING SAVINGS ASSN WA,STSA,11056
1992-11-02,STERLING FINANCIAL CORP WASH,STSA,11056
1988-05-03,CYTRX BIOPOOL LTD,CYTB,11057
1989-07-21,BIOPOOL INTERNATIONAL INC,BIPL,11057
1987-02-02,BIOMEDICAL DYNAMICS,BMDC,11058
1987-02-03,ORBIT GAS CO,OGHS,11059
1992-04-27,ORCO INC,OGHS,11059
1987-02-03,VALDOSTA FEDERAL S & L ASSOC,VFSL,11060
1987-02-03,DELTA WOODSIDE INDS INC,DLWD,11062
1988-10-19,DELTA WOODSIDE INDS INC,DLW,11062
1987-02-03,REGIONAL FEDERAL BANCORP INC,RFBI,11063
1987-02-03,EAGLE FINANCIAL CORP,EAGL,11064
1988-04-18,EAGLE FINANCIAL CORP,EAG,11064
1994-09-13,EAGLE FINANCIAL CORP,EGFC,11064
1987-02-03,BRANDON SYSTEMS CORP,BRDN,11065
1992-12-16,BRANDON SYSTEMS CORP,BRA,11065
1987-02-04,INDIANA FEDERAL S & L ASSN VALPO,IFSL,11066
1988-12-02,INDIANA FEDERAL CORP,IFSL,11066
1987-02-04,BANK OF INDUSTRY CA,BOFI,11067
1925-12-31,CASE J I THRESHING MACH CO,,11068
1929-05-31,CASE J I CO,,11068
1962-07-02,CASE J I CO,JI,11068
1981-04-14,AERO SERVICES INTERNATIONAL INC,AERO,11069
1987-02-04,M B S TEXTBOOK EXCHANGE INC,MBSX,11070
1988-06-08,DATAVEND INC,DATV,11071
1990-04-05,CHOICES ENTERTAINMENT CORP,DATV,11071
1990-04-11,CHOICES ENTERTAINMENT CORP,CECS,11071
1987-02-05,DATALINE INC NE,DTLN,11072
1987-11-13,DATA TRANSMISSION NETWORK CORP,DTLN,11072
1987-02-05,SCIENTIFIC N R G INC,SNRG,11073
1988-12-20,SCIENTIFIC N R G INC,,11073
1989-07-06,SCIENTIFIC N R G INC,SNRG,11073
1988-04-25,DELAWARE SAVINGS BK FSB WLMGTN,DESB,11074
1987-02-05,NEXXUS TECHNOLOGIES INC,NEXX,11075
1987-09-29,ELI SCIENTIFIC INC,ELIS,11075
1925-12-31,CENTRAL RR CO N J,,11076
1962-07-02,CENTRAL RR CO N J,NJC,11076
1987-02-05,FIDELITY FEDERAL SVGS BK VA,FFRV,11078
1987-10-30,FIDELITY FEDERAL SVGS BK VA,,11078
1989-06-12,FIDELITY FEDERAL SVGS BK VA,FFRV,11078
1995-05-30,FIDELITY FINANCIAL BANKS CORP,FFRV,11078
1987-02-05,CATCH A RISING STAR INC,RISE,11079
1988-05-05,CATCH A RISING STAR INC,,11079
1988-09-19,CATCH A RISING STAR INC,RISE,11079
1987-02-06,C S C INDUSTRIES INC,CPSL,11080
1988-06-22,DELL COMPUTER CORP,DELL,11081
2003-07-22,DELL INC,DELL,11081
1987-02-09,MARGO NURSERY FARMS INC,MRGO,11082
1991-08-23,MARGO NURSERY FARMS INC,,11082
1993-03-18,MARGO NURSERY FARMS INC,MRGO,11082
1998-06-12,MARGO CARIBE INC,MRGO,11082
1987-02-10,DIVERSIFIED TECH INC UTAH,DVTI,11083
1989-05-22,D T I MEDICAL CORP,DTIM,11083
1925-12-31,CENTURY RIBBON MLS INC,,11084
1956-12-03,CENTURY INDS INC,,11084
1962-07-02,CENTURY INDS INC,CTY,11084
1975-06-09,CENTURY FACTORS INC,CTY,11084
1985-06-03,CENTURY BUSINESS CREDIT INC,CTY,11084
1982-01-04,ADVANT CORP,AVNT,11085
1987-02-09,VIDEOSPECTION INC,VDSP,11086
1990-06-04,VYSTAR GROUP INC,VDSP,11086
1987-02-10,CHERNE INDUSTRIES INC,CHNE,11087
1987-06-30,CHERNE ENTERPRISES INC,CHNE,11087
1990-01-04,CHERNE MEDICAL INC,CHNE,11087
1992-06-01,VITAL HEART SYSTEMS CORP,VHRT,11087
1987-02-10,UTILITECH INC,UTLL,11088
1992-04-08,DECORA INDUSTRIES INC,DECO,11088
1987-02-10,PHOTON TECHNOLOGY INTL INC,PHON,11089
1987-02-10,ATLANTIC RESTAURANT VENT INC,ARVI,11090
1987-02-10,COMPUFLIGHT OPERATIONS SVC INC,CMFL,11091
1987-12-07,COMPUFLIGHT INC,CMFL,11091
1988-11-21,COMPUFLIGHT INC,,11091
1989-08-08,COMPUFLIGHT INC,CMFL,11091
1925-12-31,CERRO DE PASCO COPPER CORP,,11092
1951-05-31,CERRO DE PASCO CORP,,11092
1960-12-30,CERRO CORP,,11092
1962-07-02,CERRO CORP,CDP,11092
1973-03-13,WYOMING NATIONAL CORP,WYNA,11093
1981-12-15,AFFILIATED BANK CORP WYO,ABWY,11093
1988-06-10,WYOMING NATIONAL BANCORPORATION,WYNB,11093
1987-02-10,CROWN BRANDS INC,CRON,11094
1987-02-11,FIRST GEORGIA SVGS BK FSB BRUN,FGSV,11095
1988-05-02,FIRST GEORGIA HOLDING INC,FGHC,11095
1987-02-11,BELL SAVINGS BANK PASA U D PA,BSBX,11096
1989-02-01,BELL SAVINGS HOLDINGS INC,BSBX,11096
1987-02-11,ABRAHAM LINCOLN FED SVGS BK DRES,ALFB,11097
1987-02-11,CLEOPATRA KOHLIQUE INC,CLEO,11098
1987-02-11,ORANGE SAVINGS BANK MA,OSBK,11099
1987-02-11,WAVETECH INC,WAVE,11100
1993-03-05,WAVETECH INC,,11100
1993-05-07,WAVETECH INC,WAVE,11100
1994-03-21,WAVETECH INC,NEWU,11100
1995-03-08,WAVETECH INC,ITEL,11100
1998-02-20,WAVETECH INTERNATIONAL INC,ITEL,11100
1987-02-11,UNIVERSITY SCIENCE PARTNERS INC,USPI,11101
1989-05-11,WAVEMAT INC,USPI,11101
1989-05-15,WAVEMAT INC,WVMT,11101
1987-02-11,DATA MED CLINICAL SUPPORT SVCS,DMCS,11102
1987-02-12,SYSTEM SOFTWARE ASSOC INC,SSAX,11103
1987-02-12,MEDIVIX INC,MEDX,11104
1925-12-31,CERTAIN TEED PRODS CORP,,11105
1962-07-02,CERTAIN TEED PRODUCTS CORP,CRT,11105
1976-05-28,CERTAIN TEED CORP,CRT,11105
1988-06-30,DRUG EMPORIUM INC,DEMP,11106
1987-02-12,FIRST FEDERAL SVGS BK DICKSON TN,FFOD,11107
1987-02-12,MEDIA PRODUCTS INC,MDPI,11108
1987-02-12,C E C INDUSTRIES CORP,CECN,11109
1987-02-12,TODAY HOME ENTERTAINMENT INC,THEI,11110
1987-03-03,TECHVEND INC,TKVD,11111
1987-02-13,TUNEX INTERNATIONAL INC,TUNX,11112
1925-12-31,GOTHAM SILK HOSIERY INC,,11113
1942-03-02,GOTHAM HOSIERY IND,,11113
1955-09-30,CHADBOURN GOTHAM INC,,11113
1962-07-02,CHADBOURN GOTHAM INC,CGI,11113
1969-01-21,CHADBOURN INC,CGI,11113
1983-09-22,ADVANCED GENETIC SCIENCES INC,AGSI,11114
1987-02-17,ODYSSEY FILMPARTNERS LTD,ODYY,11115
1987-10-20,ODYSSEY ENTERTAINMENT LTD,ODYY,11115
1987-02-17,REISTERSTOWN FEDERAL S & L AS MD,RFSB,11116
1987-02-17,BRADENS INC,BRAD,11117
1987-02-17,NOSTALGIA NETWORK INC,NNET,11118
1987-02-17,ONCOR INC,ONCR,11119
1995-05-15,ONCOR INC,ONC,11119
1987-02-18,CHESHIRE FINANCIAL CORP,CFNH,11120
1990-11-14,CHESHIRE FINANCIAL CORP,CFX,11120
1994-04-22,C F X CORP,CFX,11120
1983-08-19,ADVANCED N M R SYSTEMS INC,ANMR,11122
1997-11-12,CAPRIUS INC,CAPR,11122
1987-02-19,PAN ATLANTIC RE INC,PNRE,11123
1989-05-26,PAN ATLANTIC INC,PATL,11123
1993-07-16,U S CAPITAL GROUP INC,PATL,11123
1993-08-02,U S CAPITAL GROUP INC,USCG,11123
1987-02-19,CONTINENTAL HOMES HOLDING CORP,CONH,11124
1991-02-22,CONTINENTAL HOMES HOLDING CORP,CON,11124
1987-02-19,MARCI INTERNATIONAL IMPORTS INC,MRCI,11125
1987-02-19,SEAFOODS FROM ALASKA INC,SEAF,11126
1987-02-20,PENTECH INTERNATIONAL INC,PNTK,11127
1987-02-24,ADTEC INC,JAIL,11128
1987-02-25,LAUREL WAY PRODS INC,LWAY,11129
1987-10-05,LWAY PRODUCTIONS,LWAY,11129
1987-02-25,BROOKLYN SAVINGS BANK CT,BRLN,11130
1987-02-25,AMERIANA SAVINGS BK F S B NEW IN,ASBI,11131
1990-03-20,AMERIANA BANCORP,ASBI,11131
1987-02-25,BIO VASCULAR INC,BVAS,11132
2002-05-01,SYNOVIS LIFE TECHNOLOGIES INC,SYNO,11132
1987-02-26,ZETEK INC,ZETK,11133
1988-05-20,DRUG SCREENING SYS INC,DRUG,11134
1993-04-23,DRUG SCREENING SYS INC,,11134
1993-07-16,DRUG SCREENING SYS INC,DRUG,11134
1987-02-26,EXCELAN INC,EXLN,11135
1987-02-26,CAPITAL ASSOCIATES INC,CAII,11136
1987-02-26,PARLUX FRAGRANCES INC,PARL,11137
1987-02-26,SENSOR CONTROL CORP,SNCO,11138
1991-10-15,SAFTEYTEK CORP,SAFE,11138
1996-08-12,INVIVO CORP,SAFE,11138
1987-02-26,CANNON EXPRESS INC,CANX,11139
1993-01-27,CANNON EXPRESS INC,CANXA,11139
1996-04-11,CANNON EXPRESS INC,CANX,11139
1998-03-03,CANNON EXPRESS INC,AB,11139
1987-02-27,RIVERSIDE NATIONAL BANK CA,RNRC,11140
1987-02-27,SCHULT HOMES CORP,SHCO,11141
1990-05-17,SCHULT HOMES CORP,SHC,11141
1987-02-27,ELEXIS CORP,ELEX,11142
1987-03-02,ANGEL ENTERTAINMENT INC,AGEL,11143
1987-03-02,AMERICAN VANGUARD CORP,AMGD,11144
1998-01-27,AMERICAN VANGUARD CORP,AVD,11144
1987-03-05,MONTCLAIR SVGS BK N J,MSBI,11145
1989-03-02,MONTCLAIR BANCORP INC,MSBI,11145
1987-03-05,FIRST FED S & L ASSN HARRIS PA,FFHP,11146
1989-08-21,FIRST HARRISBURG BANCOR INC,FFHP,11146
1987-03-05,TELEMATICS INC,TMAX,11147
1925-12-31,DELAWARE & HUDSON CO,,11148
1962-07-02,DELAWARE & HUDSON CO,DH,11148
1968-07-02,CHAMPLAIN NATIONAL CORP,CNN,11148
1983-12-21,ADVANCED TELECOMMUNICATIONS CORP,ATEL,11149
1987-03-05,SIDARI CORP DE,ZITI,11150
1987-03-06,POSTMASTERS INC,POST,11151
1987-03-09,DIAGNOSTIC SCIENCES INC NEW,DSIC,11152
1992-05-18,D S I INDUSTRIES INC,DSIC,11152
1997-10-07,NORTON DRILLING SERVICES,NORT,11152
1999-02-02,NORTON DRILLING SERVICES,NORC,11152
1987-03-06,SONO TEK CORP,SOTK,11153
1992-04-06,SONO TEK CORP,,11153
2021-08-27,SONO TEK CORP,SOTK,11153
1987-03-10,PHOTRONIC LABS INC,PLAB,11154
1990-04-19,PHOTRONICS INC,PLAB,11154
1987-03-10,SMARTCARD INTERNATIONAL INC,SMRT,11155
1925-12-31,CHESAPEAKE & OHIO RAILWAY CO,,11156
1962-07-02,CHESAPEAKE & OHIO RAILWAY CO,CO,11156
1973-06-18,CHESSIE SYSTEM INC,CO,11156
1972-12-14,AEROSONIC CORP DEL,ASON,11157
1993-03-09,AEROSONIC CORP DEL,AIM,11157
1987-03-10,EASTEK CORP,ESTK,11158
1987-03-10,DIAGNOSTIC VENTURES INC,DVIC,11159
1988-09-07,D V I FINANCIAL CORP,DVIC,11159
1991-11-08,D V I HEALTH SERVICES CORP,DVIC,11159
1992-05-14,D V I HEALTH SERVICES CORP,DVI,11159
1993-07-14,D V I INC,DVI,11159
1987-03-11,ACTION AUTO RENTAL INC,AXXN,11160
1987-03-11,JENNIFER CONVERTIBLES INC,JENN,11161
1995-04-17,JENNIFER CONVERTIBLES INC,,11161
2003-06-10,JENNIFER CONVERTIBLES INC,JEN,11161
1987-03-11,MESA AIRLINES INC,MESL,11162
1988-08-22,MESA AIRLINES INC,MESA,11162
1996-09-30,MESA AIR GROUP INC NEV,MESA,11162
1987-03-11,PHYSICIANS REIMBURSMENT SVS INC,PSER,11163
1925-12-31,CHICAGO PNEUMATIC TOOL CO,,11164
1962-07-02,CHICAGO PNEUMATIC TOOL CO,CGG,11164
1972-12-14,AEROTRON INC,,11165
1987-03-11,HOSPITAL NEWSPAPERS GROUP INC,HNGI,11166
1988-05-31,XTRAMEDICS INC,XMED,11167
1987-03-12,VAUGHNS INC,VGHN,11168
1987-07-10,VAUGHN COMMUNICATIONS INC,VGHN,11168
1987-03-12,GENERAL BUILDING PRODS CORP,GBLP,11169
1987-03-12,CALIFORNIA ENERGY CO INC,CECI,11170
1988-04-06,CALIFORNIA ENERGY CO INC,NRG,11170
1988-09-08,CALIFORNIA ENERGY CO INC,CE,11170
1996-04-03,CALENERGY INC,CE,11170
1999-03-15,MIDAMERICAN ENERGY HLDGS CO NEW,MEC,11170
1987-03-12,ORBIS INC,ORBS,11171
1972-12-14,AFFILIATED BANKSHARES COLO INC,AFBK,11173
1987-03-13,SKYLINK AMERICA INC,SKAI,11174
1993-11-09,CROWN CASINO CORP,DICE,11174
1997-10-07,CROWN GROUP INC,CNGR,11174
2002-04-01,AMERICAS CAR MART INC,CRMT,11174
1987-03-13,CORKEN INTERNATIONAL CORP,CORK,11175
1987-03-16,INVESTITECH LTD,ITLD,11176
1988-05-06,I P M INC,PIPE,11176
1987-03-16,PRIVATE BRANDS INC,PRIB,11177
1987-03-16,UNICO INC N MEX,UNRC,11178
1994-07-21,UNICO INC N MEX,,11178
1994-08-03,UNICO INC N MEX,UNRC,11178
1987-03-16,PACAD INC,BAGS,11179
1983-06-08,AGENCY RENT A CAR INC,AGNC,11181
1994-08-15,NATIONAL AUTO CREDIT INC,NACC,11181
1995-08-01,NATIONAL AUTO CREDIT INC,NAK,11181
1995-12-28,NATIONAL AUTO CREDIT INC NEW,NAK,11181
1987-03-17,SCIENTIFIC TECHNOLOGIES INC,STIZ,11183
1987-03-18,MAGMA COPPER CO NEW,MGCP,11184
1988-12-01,MAGMA COPPER CO NEW,MCU,11184
1987-03-18,THOMAS EDISON INNS INC,TEIR,11185
1989-05-09,THOMAS EDISON INNS INC,,11185
1996-05-21,MERITAGE HOSPITALITY GROUP INC,,11185
1999-09-24,MERITAGE HOSPITALITY GROUP INC,MHG,11185
1987-03-18,ALLIED BANKSHARES INC GA,ABGA,11186
1987-03-19,MERIDIAN INSURANCE GROUP INC,MIGI,11187
1987-03-19,M M R HOLDING CORP,MMRH,11188
1987-03-19,FIRST FEDERAL S & L ASSN UT,FFUT,11189
1989-11-22,FIRST FEDERAL SAVINGS BANK UT,FFUT,11189
1987-03-19,PINNACLE PETROLEUM INC DE,PNCL,11190
1990-03-30,GOLDEN OIL CO DEL,GOCO,11190
1987-03-19,ADVANCED MARKETING TECH CORP,AMTQ,11191
1987-03-20,AGOURON PHARMACEUTICALS INC,AGPH,11192
1987-03-20,MAGIC YEARS CHILD & LRNG CTR INC,KIDS,11193
1987-03-20,HAKO MINUTEMAN INC,HAKO,11194
1994-04-25,MINUTEMAN INTERNATIONAL INC,MMAN,11194
1987-03-23,TOFRUZEN INC,YUMY,11195
1988-01-20,ELECTROSOURCE INC,ELSI,11197
1996-07-23,ELECTROSOURCE INC NEW,ELSI,11197
1987-03-24,TODD AO CORP,TODDA,11198
1981-09-11,AGGIE OIL CO,AGGY,11200
1987-03-25,XYLOGICS INC,XLGX,11202
1987-03-25,PHOENIX RE CORP,PXRE,11203
1994-05-24,P X R E CORP,PXRE,11203
1996-12-31,P X R E CORP,PXT,11203
1999-10-06,P X R E GROUP LTD BERMUDA,PXT,11203
2007-08-07,ARGO GROUP INTL HLDGS LTD,AGII,11203
2018-05-07,ARGO GROUP INTL HLDGS LTD,ARGO,11203
1987-03-25,HAWKEYE ENTERTAINMENT INC,SBIZ,11204
1987-03-25,AUTOMEDIX SCIENCES INC,AMED,11205
1987-05-13,AMERICAN ADVENTURE INC,AAIX,11206
1987-03-26,UNITED SAVINGS & LN ASN GRNWD SC,UNSA,11207
1988-07-19,UNITED FINANCIAL CORP OF SC INC,UNSA,11207
1987-03-26,ORIENTAL FEDERAL SAVINGS BANK,OFSB,11208
1992-06-19,ORIENTAL FEDERAL SAVINGS BANK,OFB,11208
1994-07-01,ORIENTAL BANK AND TRUST PR,OFB,11208
1995-01-03,ORIENTAL BANK AND TRUST PR,OBT,11208
1997-01-27,ORIENTAL FINANCIAL GROUP INC,OFG,11208
2013-04-26,O F G BANCORP,OFG,11208
1987-03-26,MARSAM PHARMACEUTICALS INC,MSAM,11209
1987-03-26,ARTECH RECOVERY SYSTEMS INC,ARTK,11210
1987-03-26,APPLIED BIOSCIENCE INTL INC,APBI,11211
